#"INDEX","LOCATION","STATE","SEVERITY","NAME","DATE/TIME","USER","NOTES"
"1","NCC","None","Informational","Configuration changed","Thu 29-May-2014  15:32:26.3 (GMT-06:00)","Portal User","engPortalGenericKeyValue [1] set to: 
07de 051d 0f20 0100 2d06 00 "
"2","NCC","None","Informational","Configuration changed","Thu 29-May-2014  15:32:31.3 (GMT-06:00)","Portal User","Inactive switch"
"3","Slot 1","Raising","Major","Demodulator not locked","Sun 01-Jun-2014  14:05:15.4 (GMT-06:00)","SYS",""
"4","Slot 1","Clearing","Cleared","Demodulator not locked","Sun 01-Jun-2014  14:05:15.6 (GMT-06:00)","SYS",""
"5","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 01-Jun-2014  14:05:16.7 (GMT-06:00)","SYS",""
"6","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 01-Jun-2014  14:05:25.7 (GMT-06:00)","SYS",""
"7","Slot 1","Raising","Major","Demodulator not locked","Fri 06-Jun-2014  06:42:22.4 (GMT-06:00)","SYS",""
"8","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 06-Jun-2014  06:42:22.6 (GMT-06:00)","SYS",""
"9","Slot 1","Raising","Critical","Traffic path down","Fri 06-Jun-2014  06:42:23.3 (GMT-06:00)","SYS",""
"10","NCC","None","Informational","Event Action created","Fri 06-Jun-2014  06:42:23.4 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"11","NCC","None","Informational","Event Action accepted","Fri 06-Jun-2014  06:42:23.5 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"12","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 06-Jun-2014  06:42:23.7 (GMT-06:00)","SYS",""
"13","Slot 1","Clearing","Cleared","Traffic path down","Fri 06-Jun-2014  06:42:24.3 (GMT-06:00)","SYS",""
"14","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 06-Jun-2014  06:42:32.7 (GMT-06:00)","SYS",""
"15","Slot 1","Raising","Major","Demodulator not locked","Sat 07-Jun-2014  10:10:22.7 (GMT-06:00)","SYS",""
"16","Slot 1","Raising","Critical","Traffic path down","Sat 07-Jun-2014  10:10:22.8 (GMT-06:00)","SYS",""
"17","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Sat 07-Jun-2014  10:10:22.8 (GMT-06:00)","SYS",""
"18","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 07-Jun-2014  10:10:22.8 (GMT-06:00)","SYS",""
"19","NCC","None","Informational","Event Action created","Sat 07-Jun-2014  10:10:22.9 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"20","NCC","None","Informational","Event Action accepted","Sat 07-Jun-2014  10:10:22.9 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"21","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 07-Jun-2014  10:10:23.1 (GMT-06:00)","SYS",""
"22","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Sat 07-Jun-2014  10:10:24.7 (GMT-06:00)","SYS",""
"23","Slot 1","Clearing","Cleared","Traffic path down","Sat 07-Jun-2014  10:10:24.9 (GMT-06:00)","SYS",""
"24","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 07-Jun-2014  10:10:33.7 (GMT-06:00)","SYS",""
"25","Slot 1","Raising","Major","Demodulator not locked","Sun 08-Jun-2014  15:40:44.9 (GMT-06:00)","SYS",""
"26","Slot 1","Clearing","Cleared","Demodulator not locked","Sun 08-Jun-2014  15:40:45.4 (GMT-06:00)","SYS",""
"27","Slot 1","Raising","Critical","Traffic path down","Sun 08-Jun-2014  15:40:45.6 (GMT-06:00)","SYS",""
"28","NCC","None","Informational","Event Action created","Sun 08-Jun-2014  15:40:45.6 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"29","NCC","None","Informational","Event Action accepted","Sun 08-Jun-2014  15:40:45.7 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"30","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 08-Jun-2014  15:40:45.8 (GMT-06:00)","SYS",""
"31","Slot 1","Clearing","Cleared","Traffic path down","Sun 08-Jun-2014  15:40:46.6 (GMT-06:00)","SYS",""
"32","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 08-Jun-2014  15:40:54.7 (GMT-06:00)","SYS",""
"33","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 16-Jun-2014  12:35:38.8 (GMT-06:00)","SYS",""
"34","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 16-Jun-2014  12:35:47.8 (GMT-06:00)","SYS",""
"35","Slot 1","Raising","Major","Demodulator not locked","Wed 18-Jun-2014  14:09:49.6 (GMT-06:00)","SYS",""
"36","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 18-Jun-2014  14:09:49.8 (GMT-06:00)","SYS",""
"37","Slot 1","Raising","Major","Demodulator not locked","Fri 20-Jun-2014  12:10:29.2 (GMT-06:00)","SYS",""
"38","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 20-Jun-2014  12:10:29.4 (GMT-06:00)","SYS",""
"39","Slot 1","Raising","Major","Demodulator not locked","Thu 26-Jun-2014  12:39:50.6 (GMT-06:00)","SYS",""
"40","Slot 1","Raising","Critical","Traffic path down","Thu 26-Jun-2014  12:39:50.7 (GMT-06:00)","SYS",""
"41","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 26-Jun-2014  12:39:50.7 (GMT-06:00)","SYS",""
"42","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 26-Jun-2014  12:39:50.7 (GMT-06:00)","SYS",""
"43","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 26-Jun-2014  12:39:50.8 (GMT-06:00)","SYS",""
"44","NCC","None","Informational","Event Action created","Thu 26-Jun-2014  12:39:50.8 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"45","NCC","None","Informational","Event Action accepted","Thu 26-Jun-2014  12:39:50.8 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"46","Slot 1","Clearing","Cleared","Traffic path down","Thu 26-Jun-2014  12:39:52.7 (GMT-06:00)","SYS",""
"47","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 26-Jun-2014  12:39:52.7 (GMT-06:00)","SYS",""
"48","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 26-Jun-2014  12:40:00.7 (GMT-06:00)","SYS",""
"49","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 08-Jul-2014  07:49:40.7 (GMT-06:00)","SYS",""
"50","Slot 1","Raising","Critical","Traffic path down","Tue 08-Jul-2014  07:49:40.7 (GMT-06:00)","SYS",""
"51","NCC","None","Informational","Event Action created","Tue 08-Jul-2014  07:49:40.8 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"52","NCC","None","Informational","Event Action accepted","Tue 08-Jul-2014  07:49:40.8 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"53","Slot 1","Clearing","Cleared","Traffic path down","Tue 08-Jul-2014  07:49:41.8 (GMT-06:00)","SYS",""
"54","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 08-Jul-2014  07:49:49.7 (GMT-06:00)","SYS",""
"55","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 16-Jul-2014  10:16:32.6 (GMT-06:00)","SYS",""
"56","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 16-Jul-2014  10:16:41.6 (GMT-06:00)","SYS",""
"57","Slot 1","Raising","Major","Demodulator not locked","Wed 16-Jul-2014  10:25:49.8 (GMT-06:00)","SYS",""
"58","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 16-Jul-2014  10:25:50.2 (GMT-06:00)","SYS",""
"59","Slot 1","Raising","Critical","Traffic path down","Wed 16-Jul-2014  10:25:50.2 (GMT-06:00)","SYS",""
"60","NCC","None","Informational","Event Action created","Wed 16-Jul-2014  10:25:50.3 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"61","NCC","None","Informational","Event Action accepted","Wed 16-Jul-2014  10:25:50.3 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"62","Slot 1","Clearing","Cleared","Traffic path down","Wed 16-Jul-2014  10:25:51.3 (GMT-06:00)","SYS",""
"63","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 16-Jul-2014  10:25:51.6 (GMT-06:00)","SYS",""
"64","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 16-Jul-2014  10:26:00.6 (GMT-06:00)","SYS",""
"65","Slot 1","Raising","Major","Demodulator not locked","Fri 18-Jul-2014  16:16:23.6 (GMT-06:00)","SYS",""
"66","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 18-Jul-2014  16:16:23.8 (GMT-06:00)","SYS",""
"67","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 18-Jul-2014  16:16:24.6 (GMT-06:00)","SYS",""
"68","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 18-Jul-2014  16:16:33.6 (GMT-06:00)","SYS",""
"69","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 18-Jul-2014  16:23:10.6 (GMT-06:00)","SYS",""
"70","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 18-Jul-2014  16:23:19.6 (GMT-06:00)","SYS",""
"71","Slot 1","Raising","Major","Demodulator not locked","Sun 20-Jul-2014  10:16:24.3 (GMT-06:00)","SYS",""
"72","Slot 1","Raising","Critical","Traffic path down","Sun 20-Jul-2014  10:16:24.4 (GMT-06:00)","SYS",""
"73","Slot 1","Clearing","Cleared","Demodulator not locked","Sun 20-Jul-2014  10:16:24.5 (GMT-06:00)","SYS",""
"74","NCC","None","Informational","Event Action created","Sun 20-Jul-2014  10:16:24.5 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"75","NCC","None","Informational","Event Action accepted","Sun 20-Jul-2014  10:16:24.5 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"76","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 20-Jul-2014  10:16:24.6 (GMT-06:00)","SYS",""
"77","Slot 1","Clearing","Cleared","Traffic path down","Sun 20-Jul-2014  10:16:26.7 (GMT-06:00)","SYS",""
"78","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 20-Jul-2014  10:16:33.5 (GMT-06:00)","SYS",""
"79","Slot 1","Raising","Major","Demodulator not locked","Wed 23-Jul-2014  12:39:42.7 (GMT-06:00)","SYS",""
"80","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 23-Jul-2014  12:39:43.1 (GMT-06:00)","SYS",""
"81","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 23-Jul-2014  12:39:44.4 (GMT-06:00)","SYS",""
"82","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 23-Jul-2014  12:39:53.4 (GMT-06:00)","SYS",""
"83","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 28-Jul-2014  16:33:39.3 (GMT-06:00)","SYS",""
"84","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 28-Jul-2014  16:33:48.3 (GMT-06:00)","SYS",""
"85","Slot 1","Raising","Major","Demodulator not locked","Tue 29-Jul-2014  17:06:16.8 (GMT-06:00)","SYS",""
"86","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 29-Jul-2014  17:06:17.0 (GMT-06:00)","SYS",""
"87","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 29-Jul-2014  17:06:17.3 (GMT-06:00)","SYS",""
"88","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 29-Jul-2014  17:06:26.3 (GMT-06:00)","SYS",""
"89","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 13-Aug-2014  14:42:46.0 (GMT-06:00)","SYS",""
"90","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 13-Aug-2014  14:42:55.0 (GMT-06:00)","SYS",""
"91","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 16-Aug-2014  16:54:36.0 (GMT-06:00)","SYS",""
"92","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 16-Aug-2014  16:54:45.0 (GMT-06:00)","SYS",""
"93","Slot 1","Raising","Major","Demodulator not locked","Thu 28-Aug-2014  12:22:18.7 (GMT-06:00)","SYS",""
"94","Slot 1","Raising","Critical","Traffic path down","Thu 28-Aug-2014  12:22:18.8 (GMT-06:00)","SYS",""
"95","Slot 1","Raising","Warning","10-3 BER threshold exceeded","Thu 28-Aug-2014  12:22:18.8 (GMT-06:00)","SYS",""
"96","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 28-Aug-2014  12:22:18.8 (GMT-06:00)","SYS",""
"97","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 28-Aug-2014  12:22:18.9 (GMT-06:00)","SYS",""
"98","NCC","None","Informational","Event Action created","Thu 28-Aug-2014  12:22:19.0 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"99","NCC","None","Informational","Event Action accepted","Thu 28-Aug-2014  12:22:19.1 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"100","Slot 1","Clearing","Cleared","Traffic path down","Thu 28-Aug-2014  12:22:20.8 (GMT-06:00)","SYS",""
"101","Slot 1","Clearing","Cleared","10-3 BER threshold exceeded","Thu 28-Aug-2014  12:22:20.8 (GMT-06:00)","SYS",""
"102","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 28-Aug-2014  12:22:28.8 (GMT-06:00)","SYS",""
"103","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 28-Aug-2014  12:27:25.8 (GMT-06:00)","SYS",""
"104","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 28-Aug-2014  12:27:34.8 (GMT-06:00)","SYS",""
"105","Slot 1","Raising","Major","Demodulator not locked","Fri 29-Aug-2014  12:08:18.9 (GMT-06:00)","SYS",""
"106","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 29-Aug-2014  12:08:19.1 (GMT-06:00)","SYS",""
"107","Slot 1","Raising","Critical","Traffic path down","Fri 29-Aug-2014  12:08:19.2 (GMT-06:00)","SYS",""
"108","NCC","None","Informational","Event Action created","Fri 29-Aug-2014  12:08:19.2 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"109","NCC","None","Informational","Event Action accepted","Fri 29-Aug-2014  12:08:19.2 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"110","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 29-Aug-2014  12:08:19.7 (GMT-06:00)","SYS",""
"111","Slot 1","Clearing","Cleared","Traffic path down","Fri 29-Aug-2014  12:08:20.3 (GMT-06:00)","SYS",""
"112","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 29-Aug-2014  12:08:28.7 (GMT-06:00)","SYS",""
"113","Slot 1","Raising","Major","Demodulator not locked","Sun 07-Sep-2014  13:46:53.3 (GMT-06:00)","SYS",""
"114","Slot 1","Clearing","Cleared","Demodulator not locked","Sun 07-Sep-2014  13:46:53.5 (GMT-06:00)","SYS",""
"115","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sun 07-Sep-2014  13:46:54.7 (GMT-06:00)","SYS",""
"116","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sun 07-Sep-2014  13:47:03.7 (GMT-06:00)","SYS",""
"117","Slot 1","Raising","Major","Demodulator not locked","Mon 08-Sep-2014  16:31:33.4 (GMT-06:00)","SYS",""
"118","Slot 1","Clearing","Cleared","Demodulator not locked","Mon 08-Sep-2014  16:31:33.6 (GMT-06:00)","SYS",""
"119","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Mon 08-Sep-2014  16:31:34.7 (GMT-06:00)","SYS",""
"120","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Mon 08-Sep-2014  16:31:43.7 (GMT-06:00)","SYS",""
"121","Slot 1","Raising","Major","Demodulator not locked","Tue 16-Sep-2014  06:26:35.6 (GMT-06:00)","SYS",""
"122","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 16-Sep-2014  06:26:35.8 (GMT-06:00)","SYS",""
"123","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 16-Sep-2014  06:26:36.6 (GMT-06:00)","SYS",""
"124","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 16-Sep-2014  06:26:45.6 (GMT-06:00)","SYS",""
"125","Slot 1","Raising","Major","Demodulator not locked","Tue 16-Sep-2014  12:03:00.8 (GMT-06:00)","SYS",""
"126","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 16-Sep-2014  12:03:01.2 (GMT-06:00)","SYS",""
"127","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 16-Sep-2014  12:03:01.6 (GMT-06:00)","SYS",""
"128","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 16-Sep-2014  12:03:10.6 (GMT-06:00)","SYS",""
"129","Slot 1","Raising","Major","Demodulator not locked","Wed 24-Sep-2014  16:49:05.5 (GMT-06:00)","SYS",""
"130","Slot 1","Clearing","Cleared","Demodulator not locked","Wed 24-Sep-2014  16:49:05.7 (GMT-06:00)","SYS",""
"131","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Wed 24-Sep-2014  16:49:06.4 (GMT-06:00)","SYS",""
"132","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Wed 24-Sep-2014  16:49:15.4 (GMT-06:00)","SYS",""
"133","Slot 1","Raising","Major","Demodulator not locked","Fri 03-Oct-2014  07:32:38.5 (GMT-06:00)","SYS",""
"134","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 03-Oct-2014  07:32:38.7 (GMT-06:00)","SYS",""
"135","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 03-Oct-2014  07:32:40.3 (GMT-06:00)","SYS",""
"136","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Fri 03-Oct-2014  07:32:49.3 (GMT-06:00)","SYS",""
"137","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 07-Oct-2014  11:53:40.2 (GMT-06:00)","SYS",""
"138","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 07-Oct-2014  11:53:49.1 (GMT-06:00)","SYS",""
"139","Slot 1","Raising","Major","Demodulator not locked","Sat 25-Oct-2014  10:27:15.4 (GMT-06:00)","SYS",""
"140","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 25-Oct-2014  10:27:15.6 (GMT-06:00)","SYS",""
"141","Slot 1","Raising","Critical","Traffic path down","Sat 25-Oct-2014  10:27:15.9 (GMT-06:00)","SYS",""
"142","NCC","None","Informational","Event Action created","Sat 25-Oct-2014  10:27:15.9 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"143","NCC","None","Informational","Event Action accepted","Sat 25-Oct-2014  10:27:15.9 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"144","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 25-Oct-2014  10:27:16.0 (GMT-06:00)","SYS",""
"145","Slot 1","Clearing","Cleared","Traffic path down","Sat 25-Oct-2014  10:27:17.0 (GMT-06:00)","SYS",""
"146","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 25-Oct-2014  10:27:25.0 (GMT-06:00)","SYS",""
"147","Slot 1","Raising","Major","Demodulator not locked","Tue 28-Oct-2014  10:22:39.4 (GMT-06:00)","SYS",""
"148","Slot 1","Clearing","Cleared","Demodulator not locked","Tue 28-Oct-2014  10:22:39.6 (GMT-06:00)","SYS",""
"149","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Tue 28-Oct-2014  10:22:40.0 (GMT-06:00)","SYS",""
"150","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Tue 28-Oct-2014  10:22:49.0 (GMT-06:00)","SYS",""
"151","Slot 1","Raising","Major","Demodulator not locked","Thu 06-Nov-2014  16:49:06.9 (GMT-06:00)","SYS",""
"152","Slot 1","Clearing","Cleared","Demodulator not locked","Thu 06-Nov-2014  16:49:07.1 (GMT-06:00)","SYS",""
"153","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Thu 06-Nov-2014  16:49:07.7 (GMT-06:00)","SYS",""
"154","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Thu 06-Nov-2014  16:49:16.7 (GMT-06:00)","SYS",""
"155","Slot 1","Raising","Major","Demodulator not locked","Sat 08-Nov-2014  07:24:20.4 (GMT-06:00)","SYS",""
"156","Slot 1","Clearing","Cleared","Demodulator not locked","Sat 08-Nov-2014  07:24:20.6 (GMT-06:00)","SYS",""
"157","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Sat 08-Nov-2014  07:24:20.7 (GMT-06:00)","SYS",""
"158","Slot 1","Raising","Critical","Traffic path down","Sat 08-Nov-2014  07:24:20.7 (GMT-06:00)","SYS",""
"159","NCC","None","Informational","Event Action created","Sat 08-Nov-2014  07:24:20.8 (GMT-06:00)","SYS","Relay Output 1 Action request sent to 127.0.0.1, Slot1"
"160","NCC","None","Informational","Event Action accepted","Sat 08-Nov-2014  07:24:20.8 (GMT-06:00)","SYS","Relay Output 1 Action request received from 127.0.0.1."
"161","Slot 1","Clearing","Cleared","Traffic path down","Sat 08-Nov-2014  07:24:22.8 (GMT-06:00)","SYS",""
"162","Slot 1","Clearing","Cleared","10-6 BER threshold exceeded","Sat 08-Nov-2014  07:24:29.7 (GMT-06:00)","SYS",""
"163","Slot 1","Raising","Major","Demodulator not locked","Fri 28-Nov-2014  11:52:31.0 (GMT-06:00)","SYS",""
"164","Slot 1","Clearing","Cleared","Demodulator not locked","Fri 28-Nov-2014  11:52:31.4 (GMT-06:00)","SYS",""
"165","Slot 1","Raising","Warning","10-6 BER threshold exceeded","Fri 28-Nov-2014  11:52:31.5 (GMT-06:00)","SYS",""
